X,Y,Pressure,Time
106.503433332316,111.557084871975,0.16337,0
106.503433332316,111.557084871975,0.3069597,1
106.503433332316,111.557084871975,0.3504274,1
106.503433332316,111.557084871975,0.354823,16
106.503433332316,111.557084871975,0.354823,16
106.503433332316,111.557084871975,0.3606838,16
106.503433332316,111.557084871975,0.3606838,17
106.503433332316,111.557084871975,0.3736264,32
106.503433332316,111.557084871975,0.3787546,33
106.503433332316,111.557084871975,0.3802198,47
106.581560716575,111.312936796167,0.3848596,48
106.581560716575,111.215277565844,0.4029304,63
106.581560716575,111.215277565844,0.4029304,63
106.581560716575,111.215277565844,0.4344322,63
106.581560716575,111.215277565844,0.4344322,64
106.581560716575,111.215277565844,0.4732601,79
106.581560716575,111.215277565844,0.4732601,79
106.581560716575,111.215277565844,0.5094017,79
106.581560716575,111.215277565844,0.5094017,80
106.581560716575,111.215277565844,0.5409036,94
106.581560716575,111.215277565844,0.5704518,95
106.581560716575,111.215277565844,0.6,110
106.581560716575,111.215277565844,0.6,110
106.581560716575,111.215277565844,0.6273504,110
106.581560716575,111.215277565844,0.6273504,111
106.581560716575,111.215277565844,0.6527473,125
106.581560716575,111.215277565844,0.6527473,125
106.581560716575,111.215277565844,0.6778999,125
106.581560716575,111.215277565844,0.6778999,126
106.581560716575,111.215277565844,0.6986569,141
106.581560716575,111.215277565844,0.7162393,142
106.581560716575,111.215277565844,0.7323565,142
106.581560716575,111.312936796167,0.7465202,157
106.581560716575,111.483840449232,0.7570208,158
106.581560716575,111.557084871975,0.7628816,172
106.581560716575,111.801232947783,0.7663004,173
106.581560716575,111.972136600848,0.7687424,188
106.581560716575,112.240699484237,0.7721612,189
106.581560716575,112.558091982788,0.7750916,204
106.659688100833,113.24170659505,0.7789988,205
106.894070253609,114.511276589251,0.7846154,219
107.480025635548,117.294564653462,0.7943834,220
108.417554246651,122.006622516556,0.8151404,236
109.589465010529,129.331064790796,0.8339438,236
110.878566850795,138.071565904721,0.8471307,250
110.878566850795,138.071565904721,0.8471307,250
112.20673238319,147.52009643849,0.8583639,250
112.20673238319,147.52009643849,0.8583639,251
113.730216376232,156.944212164678,0.8683761,266
113.730216376232,156.944212164678,0.8683761,266
115.409955137791,165.611468855861,0.8737485,266
115.409955137791,165.611468855861,0.8737485,267
117.597521897031,174.205481124302,0.8742369,282
117.597521897031,174.205481124302,0.8742369,282
120.058534501175,182.970397045808,0.8757021,282
120.058534501175,182.970397045808,0.8757021,283
122.832056642354,191.808557390057,0.8781441,297
122.832056642354,191.808557390057,0.8781441,297
126.26966154973,200.915280617695,0.8859585,297
126.26966154973,200.915280617695,0.8859585,298
130.215094454787,210.241737113559,0.8971917,313
130.215094454787,210.241737113559,0.8971917,313
134.707419049654,219.592608417005,0.9115995,313
134.707419049654,219.592608417005,0.9115995,314
139.316934720908,228.870235297708,0.9306471,329
139.316934720908,228.870235297708,0.9306471,329
143.809259315775,237.781640064699,0.9460317,329
147.754692220832,246.302407910398,0.9528694,329
143.809259315775,237.781640064699,0.9460317,330
147.754692220832,246.302407910398,0.9528694,330
151.192297128208,253.944242683187,0.960928,344
151.192297128208,253.944242683187,0.960928,344
154.083010345775,260.853633228553,0.9653236,344
156.153386028626,266.005157628101,0.9680098,344
157.676870021668,269.691793572802,0.969475,344
154.083010345775,260.853633228553,0.9653236,360
156.153386028626,266.005157628101,0.9680098,360
157.676870021668,269.691793572802,0.969475,360
158.536271248512,271.986785485397,0.9716728,375
158.536271248512,271.986785485397,0.9716728,375
159.044099246193,273.402844325083,0.971917,375
159.044099246193,273.402844325083,0.971917,376
159.356608783227,274.428266243477,0.9738706,391
159.356608783227,274.428266243477,0.9738706,391
159.630054628132,275.087466048158,0.97558,391
159.630054628132,275.087466048158,0.97558,392
159.864436780908,275.502517777032,0.9760684,407
159.864436780908,275.502517777032,0.9760684,407
159.864436780908,275.502517777032,0.9760684,407
159.864436780908,275.502517777032,0.9760684,408
159.864436780908,275.502517777032,0.9760684,422
159.864436780908,275.356028931547,0.9714286,423
159.864436780908,271.815881832331,0.9555556,438
159.864436780908,274.257362590411,0.9626374,438
159.864436780908,274.257362590411,0.9626374,438
159.864436780908,271.815881832331,0.9555556,439
160.137882625813,267.250312814722,0.9543346,454
160.137882625813,267.250312814722,0.9543346,454
160.567583239235,259.925870540483,0.9543346,454
160.567583239235,259.925870540483,0.9543346,455
160.958220160527,250.916806543168,0.9545788,469
160.958220160527,250.916806543168,0.9545788,469
161.466048158208,240.979979857784,0.954823,469
161.466048158208,240.979979857784,0.954823,470
161.89574877163,231.043153172399,0.954823,485
161.89574877163,231.043153172399,0.954823,485
162.481704153569,222.20499282815,0.9545788,485
162.481704153569,222.20499282815,0.9545788,486
163.145786919767,213.879543443098,0.95116,500
163.145786919767,213.879543443098,0.95116,500
163.848933378094,206.628345591601,0.947497,500
163.848933378094,206.628345591601,0.947497,501
164.239570299387,201.159428693503,0.9472528,516
164.239570299387,201.159428693503,0.9472528,516
164.59114352855,197.277474288156,0.9455433,516
164.59114352855,197.277474288156,0.9455433,517
164.747398297067,194.835993530076,0.9440781,532
164.747398297067,194.835993530076,0.9440781,532
164.942716757714,193.151371807001,0.9438339,532
164.942716757714,193.151371807001,0.9438339,533
165.020844141972,191.564409314249,0.9438339,547
165.020844141972,191.564409314249,0.9438339,547
165.098971526231,190.197180089724,0.9440781,547
165.098971526231,190.197180089724,0.9440781,548
165.255226294748,189.196172978912,0.9443223,563
165.255226294748,189.196172978912,0.9443223,563
165.333353679006,188.683462019715,0.9445665,563
